;sotok;summa;keys;url;text
386;6;35000;['/5-bedrooms'. '/no'. '/owner'. '/prigorodnoe'];https://lalafo.kg/bishkek/ads/prodam-dom-180-kv-m-5-komnat-id-77815169;Продаю дом! СРОЧНО! с. Пригородное. уч. 6 сот. Дом в хорошем состоянии. с ремонтом. 5 комнат. Природный газ. Центр. канализация.10мин Ошского рынка.
657;6;35000;['/4-bedrooms'. '/no'. '/owner'. '/tokmok'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-4-komnaty-id-83107258;Продается дом 4комнаты.уч 6соток.есть времянка.трехфазка.в доме вода.работает действующий магазин. Магазин находится напротив 15 школы
213;6;35000;['/4-bedrooms'. '/ak-bosogo'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-4-komnaty-id-75058820;Срочно! Срочно! Продаю дом с времянкой.есть баня и сарай.в огороде много плодовых деревьев.Ак-босого Чуй58№31
829;6;34500;['/3-bedrooms'. '/maevka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-78-kv-m-3-komnaty-id-80152374;
632;6;33333;['/3-bedrooms'. '/ak-tilek'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-3-komnaty-id-78658792;Продаю или меняю Дом на Авто. С хорошей Инфраструктурой. Расположен рядом с таможней Ак-Тилек с. Ленинское. Кирпичный Дом 3к. 60кв м. Участок 6 соток. Двор. навес. полисадник. огород. скважина. за домом есть фундамент ...
458;6;32000;['/6-bedrooms'. '/archa-beshik'. '/no'];https://lalafo.kg/bishkek/ads/prodam-dom-270-kv-m-6-komnat-id-77755582;СРОЧНО продается участок с двухэтажным домом 270 кв. 5 сот в Арча Бешике 3(Орок). свет. вода имеются. Цена 33.000 торг уместен. 
597;6;32000;['/3-bedrooms'. '/ges-2'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-55-kv-m-3-komnaty-id-82188412;Срочно продаю дом!!!  Дом 3-х комнатный. имеется 2-х комнатная времянка. навес. тапчан. брусчатка. двор огороженный. район очень тихий. транспорт хорошо ходит. поликлиника. почта. школа. магазины все в шаговой доступности. просим 32000 $ реальному клиенту торг есть.
502;6;32000;['/2-bedrooms'. '/alamedin-rynok'. '/owner'. '/vostochnyi-avtovokzal'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-40-kv-m-2-komnaty-id-78231093;Продаю  дом восточный автовокзал .дом состоит из кухни.зала.спальни и ванны) состояние жилое .дом саман.стены  гипсокартон .пол линолеум качественный делали для себя.проводка полностью заменена.потолок над всем домом заменён.отопления газ.есть кондиционер интернет.гор. телефон есть возможность провести  центральную канализацию.участок 3сотки.огород малина.виноград.смородина. крыжовник(участок удобный  шикарное место для магазинчика)участок правильной квадратной формы.угловой можно сделать заезд с двух улиц.. дружелюбные соседи.транспорт во все точки города...торг минимальный..
567;6;31000;['/3-bedrooms'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-50-kv-m-3-komnaty-id-82992570;ДЛЯ ТЕХ КОМУ ВАЖЕН ЧИСТЫЙ СВЕЖИЙ ВОЗДУХ!!!  Продаю или меняю на АВТО с вашей доплатой ЖИЛУЮ дачу в с. Байтик. Участок БОЛЕЕ 6 сотых с возможностью РАСШИРЕНИЯ.  Правильное расположение участка... возможность ведения строительства. Молодой сад. Уютный и теплый дом из кирпича с мансардой. Имеется погреб и КАМИН. Отопление печное. Вода поливная по сезону. Питьевая артезиан...   15 мин езды и вы за городом. ПРОГУЛКИ НА СВЕЖЕМ ВОЗДУХЕ ВДОЛЬ РЕКИ ИДЕАЛЬНО ПОДХОДЯТ ДЛЯ УКРЕПЛЕНИЯ ЗДОРОВЬЯ!!!  Вотсап  31$
582;6;31000;['/2-bedrooms'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-52-kv-m-2-komnaty-id-80996984; Для тех кому важен чистый свежий воздух!!!  Продаю или меняю на Авто с вашей доплатой жилую дачу в с. Байтик. Участок более 6 сотых с возможностью расширения.  Правильное расположение участка... Возможность ведения строительства. Молодой сад. Уютный и теплый дом из кирпича с мансардой. Имеется погреб и камин. Отопление печное. Вода поливная по сезону. Питьевая артезиан...  15 мин езды и вы за городом. Прогулки на свежем воздухе вдоль реки идеально подходят для укрепления здоровья!!! Прописка возможна....  
37;6;30000;['/6-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-10-kv-m-6-komnat-id-83151049;Таласта
243;6;30000;['/6-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-6-komnat-id-62355303;Уй сатылат же болбосо этаж уйго алмашам..... Ош обл  болжол  Ош Бишкек жолдун боюнда Фурхад Жаныш Байыш кафеси арт жагы
667;6;30000;['/5-bedrooms'. '/no'. '/owner'. '/rajon-avtorynka-azamat'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-5-komnat-id-82500726;Продаётся дом!Военно-Антоновка.5комнат.6соток
618;6;30000;['/5-bedrooms'. '/dordoj'. '/kirgiziya'. '/maevka'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-6-kv-m-5-komnat-id-79617821;Продаю дом в Калыс-ордо школа рядом поликлиника агарод хороший условия эсть красная книга иметься!!!!!!
275;6;30000;['/4-bedrooms'. '/no'];https://lalafo.kg/bishkek/ads/prodam-dom-130-kv-m-4-komnaty-id-60106985;Срооочно продается дом. уч.6 соток. дом большой с условиями. отопление паровое. сан узел в доме. 2 спальни.больш? зал. хол. прихожка кухня.сан.уз. на участке имеются хоз постройки. двор частично с навесом. гараж. дом находится в Гэс 5. рядом школа.магазины. до аламединского рынка 15 мин езды. ходит маршрут 341.336.Торг приветствуется
58;6;30000;['/4-bedrooms'. '/no'. '/novo-pokrovka'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-74237912;Срочно продается дом новый в  Новопокровке( за пост ГАИ в сторону Кант) Площадь 100кв.М. участок 6сотых. в доме четыре больших комнат . . Дом полублок кирпич с прилигаюшей територии. 
649;6;30000;['/4-bedrooms'. '/ak-bosogo'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-4-komnaty-id-77253293;Продается дом 64кв м. Участок по документам 5соток а так больше! Район между Ак Босого и Красностроительное (Кирпичный)  свет. вода во дворе и внутри дома. канализация (септик). кондиционер. Провели в начале улицы центральную канализацию где то 100м. (Скоро подключать канализацию) полная асфальтированная дорога! маршрутки: 121. 176. 144. 290. Автобусы: 21. 4. До центра города на машине 15мин. До рынка Дордой 10мин. Поблизости две школы: 81я. 32я. Недалеко есть мечеть и Глобус. Перспектива здесь большой двор: можно построить по своему проекту большой дом. квартиру под бизнес или др. Цена: 31.5$ есть вариант в рассрочку! Торг уместен!   
871;6;30000;['/4-bedrooms'. '/ak-bosogo'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-4-komnaty-id-82996098;Жил массив .Ак босого .Чүй35а.
583;6;30000;['/3-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-52-kv-m-3-komnaty-id-70423076;Продаю село Ново Покровка начало 5 сотых 3 ком + прихожка + Летняя кухня+ баня+склад+углярка плодоносный сад + курятник+ фундамент на 2 этаж.дом . Прошу 30000 $ 
630;6;30000;['/3-bedrooms'. '/chon-aryk'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-3-komnaty-id-77104453;Продается дача в селе Байтик. участок 6 соток. дом 60кв2. молодой сад. 15 км от города. Возможен обмен на авто с вашей доплатой! Только звонить!
869;6;29500;['/4-bedrooms'. '/energetiki'. '/yes'. '/zapadnyi-avtovokzal'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-4-komnaty-id-82210812;Продаю 4 комнатный саманный дом Район Профсоюзная/Фучика(чуть чуть ниже)  Отопление Газовое и твердая топка  Имеются Хозпостройки  Септик  Газ вода свет  7.5  соток фактически 5.5 соток по документам  Цена 29500$   
599;6;29000;['/3-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-55-kv-m-3-komnaty-id-83513452;"Продам дачу за селом Кашака-суу (поворот налево перед платиной). садовое товарищество ""Ала-Арча"". дом кирпичный одноэтажный с жилой мансардой и большим каменным подвалом. сан. узел в доме. на первом этаже действующий камин. на втором этаже печь. окна стеклопакеты в алюминиевых переплетах. к дому пристроена двухэтажная терраса. в саду имеется беседка. надворный туалет. два сарая. Площадь участка 5.5 соток. Вода на данный момент только поливная. Участок имеет выход к речке с форелью и ежевикой. В ближайшее время планируется проведение питьевой воды. Отличные соседи живут постоянно!"
12;6;29000;['/3-bedrooms'. '/maevka'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-1-kv-m-3-komnaty-id-52433183;Продам дом. В маевке.  Три комнаты. баня. времянка. хоз постройки. Имеется вода. газ. на огороде скважина для полива. участок 6 соток. Школа на соседней улице. больница. супермаркеты. дет сады все в шаговой доступности.  От молодой гвардии вторая улица. Много транспорта в любой конец города. Прошу 29 000$.  Разумный торг уместен.
590;6;28500;['/4-bedrooms'. '/maevka'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-54-kv-m-4-komnaty-id-75512316;Продам полдома в Маевке.4 комнаты Дом кирпичный. крыша шифер. Площадь участка 6 соток. Отопление электрическое. на твердом топливе. Газовая труба проходит по участку. не подключали. Есть сараи и небольшая баня. Холодная вода есть в доме. В скором времени планируется центральная канализация. Дом находится на следующей линии от Молодой-Гвардии. Тихий район. хорошие соседи. большой огород. плодоносящий сад. Возможен обмен на Land Cruiser c доплатой мне
644;6;28500;['/4-bedrooms'. '/maevka'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-4-komnaty-id-73016021;Срочно .в связи с отьездом.продаю дом в Маевке.рядом с М.Гвардией.Кирпичный дом 4 большие комнаты.кухня.кладовка.кочегарка.Участок 6 соток.Отопление 3-х фазка или уголь.Городской телефон.Вода водворе и в доме   .аристон для посуды. в огороде скважина.Есть баня.хозпостройки.двор крытый.ворота новые.Газовая труба в огороде. В огороде-малина.смородина.клубника.груши.черешня калированная и др.Хороший район.много транспорта.В доме и на участке сухо!
544;6;28500;['/2-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-48-kv-m-2-komnaty-id-75407414;Продаю ДАЧУ. уч. 5.8 соток село Таш-Добо (Воронцовка) рядом лагерь Красная Гвоздика. 
834;6;28000;['/6-bedrooms'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-78-kv-m-6-komnat-id-67847386;Продётся большой дом в селе селекция. участок 6.5 соток. баня. большой двор. хоз. постройки. высокие потолки. цена 28000$. адрес: ул. ала-арчинская. 10 с. селекционное. чуйская область
790;6;28000;['/4-bedrooms'. '/novo-pokrovka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-72-kv-m-4-komnaty-id-69028770;Продаю дом в с.Новопокровка
513;6;28000;['/4-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-40-kv-m-4-komnaty-id-83388240;Продаю дом Калыс Ордо уч 6 соток 4комн 2комн времяка. Цена28тыс$
579;6;28000;['/4-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-504-kv-m-4-komnaty-id-69869194;
528;6;28000;['/3-bedrooms'. '/no'. '/novopavlovka'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-45-kv-m-3-komnaty-id-72403803;Продается дом!село Новопавловка.ул.Ала-Арчинская 219Б.в доме проведена вода.и в баню тоже. Имеется навес. участок 6соток.от трассы 5-10минут.трасса асвальтированна.рядом через дорогу школа 2.
746;6;27500;['/4-bedrooms'. '/dordoj'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-55010937;Срочно продаю дом. собственник. уч 6 соток.дом расположен в районе красный строитель(кирпичный вниз по советской).3комнаты+ кухня.  общая площадь дома=70м². коммуникации-газ.свет.вода. участок правильной формы. ремонт+мебель+техника+кондиционер. городская прописка. рассмотрим вариант обмена на квартиру. цена:27500$+торг. Реальному покупателю торг Хороший!!! 
146;6;27000;['/6-bedrooms'. '/owner'. '/prigorodnoe'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-1000000-kv-m-6-komnat-id-81599519;Газ. При. Центр конал. Отоп пар поук внут. Аристон 100лит
953;6;27000;['/5-bedrooms'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-90-kv-m-5-komnat-id-62692966;Срочно продаю дом .Продаю двухэтажный дом . второй этаж внутри обшит лакированными  деревом .участок 5.4соток. гараж . баня . хоз постройки2 .высокий забор . чистая вода горячая . холодная. На участке растут голубые ели (больше и маленькие) . Два в хода в дом . отопление: Две печки и теплые полы . Имеется место под строительство . Имеется большая возможность для разведения скота. Дом находится с. Достук . конечная 7 автобуса . 15 минут езды от чуя.
663;6;27000;['/5-bedrooms'. '/ak-tilek'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-5-komnat-id-43747497;Дом в ж/м ак тилек. есть красная книга. времянка 2 комнаты. электроэнергия. подведена канализация. вода в доме
601;6;27000;['/4-bedrooms'. '/manas-airport'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-55-kv-m-4-komnaty-id-68979617;Продаётся квартира барачного типа Угловая.в пос.Манас кирпичный дом.центр.конализаци . водопровод. телефон городской. интернет.Квартира из 4 комнат + кухня 15кв.сан узел. котельная отдельно.паровое отопление. Участок 5 соток .Больница. школа.дет.сад.торг.центры Фрунзе.в шаговой доступности..15 км.от Бишкека. маршрутки через каждые 10 минут. контактные телефоны Городской 
922;6;27000;['/4-bedrooms'. '/maevka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-88-kv-m-4-komnaty-id-81587860;"Продаю времянку с мебелью и быт.техникой в жм Тендик. Есть участок для строительства большого дома. В доме тепло. уютно. Есть все условия. удобства. Отопление: твердое топливо и электричество. Дом огорожен забором. Рядом  детский сад. поликлиника. 10 минут до рынка ""Дордой"". Общественный транспорт по всем направлениям города. Маршрутки 176. 251. 257."
609;6;26000;['/4-bedrooms'. '/ak-bosogo'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-57-kv-m-4-komnaty-id-62452208;Срочно продаю дом Прошу 26000 есть небольшой торг
715;6;26000;['/3-bedrooms'. '/kok-zhar'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-68-kv-m-3-komnaty-id-77969823;Срочно Срочно Срочно  2 этажная Жилая Дача на Панораме. 5  улица. 519 Дача.  Цена срочная.  26000$. Шикарный прямой участок. 1.5 км от города (12 микр и микр асанбай). шикарный участок на котором имеется хороший кирпичный  двух этажный дом с панорамным видом на город и горы. участок 5.7 соток - есть красная книга частная собственность. к дому подведены трубы питьевой воды правление протянуло. но пока воду еще не дали. поливная вода по трубам есть. месторасположение  считается одним из лучших.  жилой квартал соседи живут груглогодично. у всех на виду и под   охраной.центральный перекресток всех дорог и улиц дачи. имеется бетонированный подвал. сарай из кирпича крытый и место под ваше авто. поливная вода каждую неделю по  трубам поливает огород. участок полностью огорожен. маршрутки ходят часто и регулярно по Алмаатинской трассе - 215. 200. 373. 180. город совсем рядом! можно держать  хозяйство. Дом из 4 ком. Душевая-кабина. паравое отоплени. радиаторы катель и трубы все новое. почти евро!!! все документы в порядке и ждут нового хозяином или хозяйку! Обмен на 2ком.кв.т:.
621;6;25000;['/6-bedrooms'. '/uchkun'];https://lalafo.kg/bishkek/ads/prodam-dom-6-kv-m-6-komnat-id-70276195;
892;6;25000;['/6-bedrooms'. '/kara-balta'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-6-komnat-id-83500813;Продается дом в селе Сосновка
387;6;25000;['/5-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-180-kv-m-5-komnat-id-81920578;Срочно!Продаётся дом в  Московской области.
451;6;25000;['/5-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-250-kv-m-5-komnat-id-81244945;Продаю строящийся кирпичный дом по проекту 3 этажный построен первый этаж. времянка 2х комнатная. вода. свет. канализация. сок кана. молодой сад . Участок 6 соток полностью огорожен. дом строили для себя. так что все на совесть. Адрес город Чолпон-Ата. новостройка недалеко от Голубого Иссыкуля . от центральной дороги 500 метров. Рядом по госплану будет построена новая школа. Очень чистый. экологичный район. Продаем связи переездом. Красная книга имеется. Торг имеется и рассматриваем вариант обмена.
512;6;25000;['/4-bedrooms'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-40-kv-m-4-komnaty-id-82923240;Калыс Ордо жаны конушунан 4 болмолуу уй +2комн времянкасы мн сатылат ыссык суу муздак суу бар  короосу тосулган навес топчан. Участогу 6 соток .Адрес 6 кочо 5уй
721;6;25000;['/4-bedrooms'. '/dordoj'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-68-kv-m-4-komnaty-id-82286628;Уй сатам обездной жолдун жегинде 25000 доллар
689;6;24000;['/2-bedrooms'. '/ak-ordo'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-64-kv-m-2-komnaty-id-78550601; Продаю дом из 2х комнат. Евроремонт. 5 минут от остановки. Отличное решение для семьи.  Земля 5 соток. Удобное расположение. На границе Ак-Орго  и Ак-Ордо. Конечная моршрутки 216. Есть возможность построить двухэтажный дом. Канализация и газ имеются. Успейте купить вашу мечту.  
60;6;23000;['/4-bedrooms'. '/dordoj'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-74690422;Ак жар конушу 4болмолу Уй сатылат баасы келишим турдо душу бар свет суу бар 2скалады бар кухня веремянкасы озунчо бар 
95;6;23000;['/4-bedrooms'. '/besh-kungej'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-82799418;Продаю дачу. Общая площать 6 соток. Кирпичный двухэтажный дом (верхний этаж: мансарда) кухня. зал. комнаты. Вся мебель есть. На территории дачи есть баня и сарай. Вода. красная книга. прописка. Уходенный сад (малина. яблоки. абрикос. смородина. ели и березы) декоративные кустики и цветы. Местонахождение: село Таш Мойнок. недалеко от города. Экологический читый район. недалеко речка. Все есть - заходи и живи. Цена: 26000 $ возможны варианты обмена на авто или на квартиру в Бишкеке. при согласовании небольшая уступка возможна. Срочности в продаже нет. хотим отдать наше любимое место в заботливые руки! 
416;6;22000;['/5-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-200-kv-m-5-komnat-id-82946803;Дача в селе Бостери!  Есть 2 эт дом. 5 ком. подвал. 6 сот. плодоносящий сад.
564;6;22000;['/3-bedrooms'. '/no'. '/owner'. '/yuzhnye-mikrorajony'];https://lalafo.kg/bishkek/ads/prodam-dom-50-kv-m-3-komnaty-id-81745771;Расположение в чистом  горном селе Арашан ! + Фундамент на одну комнату .готовый.( зал) ! Имеется подвал. Участок 6 соток огорожен свет вода имеется. Все документы в полном порядке! Цена срочная 22000$ 
503;6;21000;['/2-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-40-kv-m-2-komnaty-id-81988010;Продаю дом .Дом находится ж/м Калыс Ордо уч.6 соток.есть маленький сад .свет .вода .Дом (первая линия)возле трассы .рядом школа . все документы в порядке .рассмотрим обмен на 1ком квартиру 21000$
214;6;20000;['/4-bedrooms'. '/kara-balta'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-4-komnaty-id-75118912;Город Кара-Балта улица содовая  / дом  72 или обмен на авто или квартира бишкек удобно под бизнес  парикмахер либо магазин можно сделать 
598;6;20000;['/3-bedrooms'. '/besh-kungej'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-55-kv-m-3-komnaty-id-82532368;Продается жилой дача село беш кунгей.
847;6;20000;['/2-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-2-komnaty-id-81624529;Срочно продаю жилую дачу.Красная книга(В БУДУЩЕМ ПРОПИСКА).Дом  кирпичный.фундамент  из ФСКН (сверху смело можно строить еще этажи).большой подвал.пол и потолок плиты перекрытия.в доме душ.унитаз.водопровод.Большой зал.комната и кухня.Панельный добротный сарай.Отопление печное.Сад засажен карликовыми элитным деревьями.кусты смородины.малины.виноградник.Полив арычный с двух сторон участка.Находится перед селом Кунтуу.в 18 км.от города.Ходит маршрутка прям до ворот.Место хорошее.не на горе.Вода артезиан.Строили для себя.в связи с отъездом продаю.Также есть волговский гараж в г.Бишкек.в 10 микрорайоне
523;6;20000;['/2-bedrooms'. '/no'. '/owner'. '/prigorodnoe'];https://lalafo.kg/bishkek/ads/prodam-dom-45-kv-m-2-komnaty-id-79891373;Продаю дом в районе Мурас ордо ниже объездной жил массив Салкын 2 комнат 45 кв м плюс прихожка участок 6 соток узуну 25 метр Туурасы кочо тарабы 24метр Рядом школа садик ФАП мечеть Красная книга есть Без посредников Возможны варианты обмена с доплатой нам. По телефону торга нет. Мини торг только при встрече.
665;6;19000;['/5-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-5-komnat-id-80342701;Продается дом! 6 соток. Село Сарбан село Жал. С кухонной мебелью . Есть варианты. 
519;6;19000;['/3-bedrooms'. '/maevka'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-42-kv-m-3-komnaty-id-82610364;Продаю времянку 3 комнаты. участок 6 соток. район Маевка. жил массив Сон - кол. рядом Колмо. первая улица. Алтын Казык. конечная маршрутки 175. 133. 195. прошу 19000$ торг.
506;6;19000;['/3-bedrooms'. '/dordoj'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-40-kv-m-3-komnaty-id-73905211;Срочно срочно срочно!!! Продаю времянку 6соток участка  нижняя аларча 19000$ торг уместин все вопросы по телефону!!! Одна причина нет заезда! Или обмен на машину с доплатой мне!!! Не серьёзным не беспокоить.
218;6;18500;['/4-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-4-komnaty-id-79812635;Продается уютный. хороший дом в городе Балыкчы. на улице Приозерная. 22. По всем вопросам обращаться по телефону. 
807;6;18000;['/4-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-75-kv-m-4-komnaty-id-71972522;Продаю дом в ж/м Калыс-Ордо ( угловая. удобно для бизнеса)
588;6;18000;['/3-bedrooms'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-54-kv-m-3-komnaty-id-81973597;Ак жардан жаны буткон уй сатылат жылуу . кошуналар жакшы.трассага жакын жерде телефон  номер  чалыныздар 
518;6;18000;['/3-bedrooms'. '/ges-5'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-42-kv-m-3-komnaty-id-82473713;"Дом кирпичный. В садовом обществе ""Энергетик"". 9 км от города в районе ГЭС-5 - участок 6 соток - кирпичнай дом. 3 комнаты. высота 3 метра  - отопление контромарка - под всем домом подвал.разделён на 3 помещения. высота потолка 2.20 метра - на участке 2 скважины 17 и 27 метра - баня кирпичная - рядом продаётся участок земли 6 соток(без построек) "
443;6;18000;['/3-bedrooms'. '/ges-2'. '/no'. '/owner'. '/sadovoe'];https://lalafo.kg/bishkek/ads/prodam-dom-24-kv-m-3-komnaty-id-83190695;Продается дом с площадью 24 соток в селе Садовое .  18000торг.
110;6;17500;['/5-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-5-komnat-id-81372270;
129;6;17000;['/6-bedrooms'. '/kara-zhygach'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-6-komnat-id-70517700;Продаю двух этажный недостроенный дом Бишкеке. Аламудунский район село Кара Жыгач осо Восход. Обращайтесь по ватсап.  
56;6;17000;['/4-bedrooms'. '/no'. '/owner'. '/prigorodnoe'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-73962987;В шаговой доступности от города.тихий район.на территории поселка есть пруд.торг уместен.без посредников.Дом 10 на 10.ванна и санузел отдельно.требуется отделка.в доме нужен косметический ремонт.Красная книга.Торг уместен.
529;6;17000;['/3-bedrooms'. '/no'. '/owner'. '/sokuluk'];https://lalafo.kg/bishkek/ads/prodam-dom-45-kv-m-3-komnaty-id-77497478;Продою Дом в садовом товариществе  Ифтановец. Район села  Кунтуу. Дом 1.5  этажа . В доме есть вода электричество отопление печное в подвале дрова стройматериалы .
266;6;16000;['/5-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-123456789-kv-m-5-komnat-id-79208861;Продаю дом продажа дома частный дом продажа дома  Дом 9×11 под сомоделку  отличная планировка  всех комнатах  шпатлёвка два слоя можно сразу клеить обои на свой вкус и цвет  потолки из гипсокартона  высота потолков 2. 70 фундамент для гаража  туалет на улице септик для слива душа раковины унитаза   инструментыв подарок   В Районе  аэропорта новостройка КУТ. Ленинский район.  лучшая цена в районе
448;6;16000;['/2-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-25-kv-m-2-komnaty-id-74703249;Два дачных участка по 5.5 соток с кирпичными домиками продаю вместе или по отдельности. Общая площадь двух участков 11 соток. Цена одной дачи-16тыс долларов. двух дач-31 тыс долларов. Расположены ниже Роял фиш. в садоводческом товариществе Трудовой отдых.  В середине села. где магазин Катюша. поворот направо. в сторону речки. Красные книги. Есть свой родник. можно подключить водопроводную воду. если собираетесь жить постоянно. Домики небольшие кирпичные. 25кв.м и 18 кв.м. С печкой. Есть сад. малина. крыжовник. Цветы и тд
488;6;15500;['/2-bedrooms'. '/agent'. '/no'. '/sokuluk'];https://lalafo.kg/bishkek/ads/prodam-dom-36-kv-m-2-komnaty-id-83762735;2-х комнатный дом в сокулуке. участок 5.7 соток. сан узел. ванна. большой огород. пластиковые окна. деревянные двери. В центре сокулука. в шаговой доступности базар. школа.садик.
705;6;15000;['/4-bedrooms'. '/no'. '/novo-pokrovka'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-65-kv-m-4-komnaty-id-83752373;
568;6;15000;['/3-bedrooms'. '/no'. '/owner'. '/tokmok'];https://lalafo.kg/bishkek/ads/prodam-dom-50-kv-m-3-komnaty-id-83250190;СРОЧНО ПРОДАЮ ДОМ в ТОКМАКЕ р-н Сахзавод. 
691;6;15000;['/3-bedrooms'. '/belovodskoe'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-64-kv-m-3-komnaty-id-81406699;64кв. с ремонтом . зал.спальня.коридор.кухня .пластиковые окна . 6 соток земли . навес . красная книга и тех. паспорт в наличии  Цена:15000$ торг при звонке  Адрес:село Беловодское .ул. 50лет киргизии 14/2 . стадион.садики.школы.базар и главная трасса в пешей доступности
545;6;15000;['/2-bedrooms'. '/besh-kungej'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-48-kv-m-2-komnaty-id-83147090;Продаю дачу Бешкунгей
475;5;350000;['/6-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-320-kv-m-6-komnat-id-83302651;Центральное отопление.4.5сот. Навес для машины. 1 этаж: большой гостевой зал.большой холл.столовая+кухня.1 сан. узел. душевая .летняя кухня и подвальное помещение 2этаж: 3 спальни .гардероб. 2 сан узла. ванная Во дворе очок кана 320 кв.м.  
